dob,first_name,last_name
1945-03-07,Caden,Alvarado
1965-02-19,Matias,Palmer
1944-10-12,Kyrie,Barnes
1958-09-07,Hayes,Bennett
1976-09-11,Israel,Cherry
1953-01-13,Lukas,Silva
1952-04-17,Oscar,Armstrong
1943-06-19,Phoenix,Valencia
1978-07-25,Jax,Tapia
1983-01-07,Zane,Jacobson
1988-11-01,Kash,Mccarty
1956-03-15,Holden,Delarosa
1960-10-18,Riley,Burton
1969-06-04,Steven,Ventura
1980-07-16,Preston,Choi
1960-08-24,Kyler,Raymond
1984-06-24,Louis,Meza
1982-10-21,Jeremy,Rosas
1988-07-20,Rafael,Blair
1978-01-09,Jett,Hutchinson
1991-05-26,Simon,Grimes
1983-09-19,Kaleb,Jackson
1987-07-01,Javier,Patterson
1962-10-31,Bryce,Melton
1952-07-16,Malakai,Weber
1955-05-27,Mark,Mclean
1952-01-29,Nico,Hebert
1971-02-20,Kaden,Hartman
1976-08-10,Omar,Oliver
1973-08-28,Lennox,Mueller
1985-06-07,Cash,Li
1961-07-30,Paxton,Hardin
1961-08-18,Paul,Lane
1959-07-10,Maximus,Farley
1969-09-14,Kenneth,Proctor
1987-12-27,Finley,Ward
1949-12-22,Brantley,Walton
1971-07-10,Hendrix,Klein
1971-08-05,Callum,Wolf
1978-08-30,Crew,Enriquez
1967-07-12,Walter,King
1987-05-12,Lane,Maxwell
1948-11-20,Kairo,Galindo
1990-11-30,Damien,Holloway
1973-07-02,Brady,Simon
1956-05-01,Atticus,Shaffer
1986-05-22,Colin,Bryan
1965-10-07,Dallas,Murray
1953-09-24,Ronan,Owen
1961-12-05,Clayton,Carrillo
1955-09-14,Kayson,Ellis
1973-02-03,Tobias,Erickson
1979-06-11,Cohen,Love
1989-03-01,Bryan,Cuevas
1949-02-06,Jorge,Gutierrez
1983-04-03,Emerson,Rich
1956-03-30,Malcolm,Humphrey
1964-08-11,Andre,Hoover
1952-06-13,Cayden,Meza
1987-10-26,Zayn,Galvan
1944-11-06,Brian,Burnett
1979-10-04,Aidan,Mathews
1989-10-28,Bodhi,Vaughn
1970-04-06,Cruz,Delarosa
1968-06-19,Rory,Yang
1964-08-13,Zander,Cunningham
1982-12-17,Maximiliano,Stephens
1965-08-05,Khalil,Buckley
1945-04-20,Reid,Alexander
1991-03-10,Martin,Mccall
1945-10-18,Niko,Mcdowell
1957-08-25,Daxton,Castro
1989-09-06,Kobe,Raymond
1986-12-07,Francisco,Krueger
1985-04-01,Derek,Orozco
1959-02-23,Jaden,Ayala
1978-07-27,Jensen,Burnett
1977-06-24,Bradley,Reyes
1961-02-24,Karson,Cobb
1981-01-09,Muhammad,Roth
1969-04-16,Tate,Powell
1980-01-08,Cody,Klein
1950-04-05,Joaquin,Townsend
1951-04-19,Gideon,Nava
1975-04-04,Dante,Estrada
1973-12-08,Spencer,Deleon
1979-05-18,Josue,Cunningham
1940-04-03,Angelo,Lucas
1963-09-06,Odin,Molina
1984-01-25,Orion,Santos
1955-06-23,Julius,Elliott
1977-11-23,Colson,Lane
1941-07-29,Erick,Carey
1972-12-19,Manuel,Leach
1970-07-26,Jaylen,Knight
1977-12-14,Chance,Duncan
1966-03-28,Wade,Wall
1942-08-22,Anderson,Pham
1965-04-03,Raymond,Lane
1946-02-06,Cairo,Beard
1943-03-06,Prince,Osborne
1962-05-08,Gunner,Sparks
1975-11-16,Ezequiel,Farrell
1969-04-15,Cristian,Ventura
1962-05-09,Ellis,Mccarthy
1956-11-23,Aziel,Randolph
1987-03-20,Jake,Powell
1973-12-25,Kane,Huynh
1981-08-28,Cade,Carlson
1953-01-18,Kameron,Duncan
1966-03-31,Dakota,Ryan
1972-04-02,Eduardo,Parsons
1981-06-14,Otto,Dawson
1947-12-05,Ismael,Burnett
1960-08-15,Ari,Sandoval
1954-03-28,Ricardo,Boyd
1948-04-22,Russell,Moore
1969-07-20,Killian,Perkins
1948-02-29,Ali,Giles
1973-03-17,Mario,Henry
1945-04-27,Rylan,Dominguez
1956-09-24,Cyrus,Harmon
1986-06-18,Stephen,Delgado
1983-12-05,Romeo,Taylor
1967-04-15,Warren,Newton
1940-06-02,Lawson,Jensen
1949-05-08,Tyson,Johnson
1953-08-10,Remy,Shelton
1960-04-15,Desmond,Fischer
1955-06-13,Kyle,George
1949-10-28,Nasir,Harris
1980-11-23,Sean,Navarro
1972-07-22,Hector,Short
1981-02-11,Fernando,Murphy
1970-12-20,Tanner,Esparza
1978-10-02,Edwin,Sutton
1967-10-08,Titus,Saunders
1941-04-19,Bowen,Davidson
1944-11-17,Leonel,Rangel
1978-02-23,Briggs,Mckay
1985-10-20,Callan,Mccarty
1968-11-24,Finnegan,Robles
1941-09-03,Armani,Santos
1940-03-13,Corbin,Jimenez
1966-02-13,Stetson,Dalton
1974-02-10,Wilder,Hobbs
1982-06-05,Sullivan,Sharp
1942-05-22,Royal,Goodman
1952-09-10,Elian,Jennings
1979-03-04,Marshall,Alfaro
1945-10-26,Zayne,Rodriguez
1983-04-02,Jay,Huerta
1947-06-19,Devin,Bravo
1951-07-28,Zyaire,Carroll
1980-10-05,Kade,Hutchinson
1989-12-10,Sergio,Chambers
1948-12-27,Sterling,Esquivel
1958-07-21,Travis,Medina
1944-01-04,Franklin,Hines
1976-01-23,Gianni,Cobb
1967-02-01,Malik,Shields
1969-08-15,Jared,Wagner
1976-12-13,Tatum,Richardson
1970-04-19,Raiden,Mcclain
1975-01-06,Kamari,Mayer
1985-09-17,Cesar,Mcintyre
1967-06-24,Clark,Barrera
1943-05-19,Royce,Chambers
1962-08-17,Milan,Oneal
1950-08-09,Noel,Ochoa
1962-07-08,Memphis,Mcmillan
1951-12-04,Apollo,Stephenson
1992-07-02,Archie,Booker
1971-01-02,Marco,Galvan
1988-09-18,Oakley,Reed
1988-10-10,Pablo,Parra
1950-01-01,Quinn,Logan
1968-08-31,Nehemiah,Rios
1953-06-28,Edgar,Acevedo
1989-12-11,Winston,Valdez
1966-08-25,Onyx,Griffith
1940-08-17,Garrett,Rodriguez
1977-01-15,Baylor,Carr
1945-07-15,Alijah,Bowen
1978-02-13,Caiden,Guerrero
1951-03-23,Jaiden,Ruiz
1953-05-14,Troy,Fitzpatrick
1946-04-15,Jeffrey,Rosario
1977-09-02,Collin,Wise
1961-06-19,Rhys,Carroll
1986-04-07,Santino,Velazquez
1953-04-01,Major,Caldwell
1959-12-01,Forrest,Lam
1950-04-14,Harvey,Hoffman
1947-09-15,Reed,Atkinson
1956-04-17,Solomon,Randolph
1940-04-19,Donovan,Logan
1968-12-01,Sage,Madden
1972-02-02,Kason,Simon
1979-03-21,Damon,Duran
1975-09-03,Esteban,May
1972-01-27,Johnny,Shannon
1982-07-28,Ford,Flowers
1947-12-30,Luciano,Montoya
1981-11-08,Hank,Vang
1979-03-12,Ronin,Sloan
1950-01-16,Leland,Wells
1988-04-09,Kendrick,Massey
1987-01-15,Pedro,Lester
1964-06-21,Hugo,Nolan
1987-01-11,Grady,Hale
1985-11-09,Erik,Wilkerson
1977-06-06,Matthias,Brooks
1960-06-15,Johnathan,Summers
1943-09-28,Mathias,Portillo
1974-01-23,Jayceon,Mack
1989-01-19,Kashton,Yang
1953-01-19,Casey,Schaefer
1944-09-30,Saint,Nolan
1985-02-16,Philip,Rush
1985-12-19,Frank,Hood
1958-08-29,Fabian,Andrews
1992-01-10,Tripp,Wiley
1980-01-11,Porter,Huff
1940-09-20,Ibrahim,Floyd
1980-08-07,Adan,Levy
1965-07-21,Trevor,Yu
1948-04-14,Leonidas,Hamilton
1967-03-07,Kian,Harper
1985-04-26,Callen,Spence
1970-03-10,Baker,Blackburn
1973-01-24,Kyson,Levy
1956-08-19,Jaxton,Zavala
1964-01-24,Mack,Hamilton
1987-10-22,Dax,Pearson
1964-03-12,Braylen,Woodward
1964-03-26,Augustus,Mejia
1967-03-25,Peyton,Castaneda
1970-09-29,Ruben,Olson
1956-05-19,Conor,Marks
1958-01-05,Lucca,Mccullough
1944-03-04,Kamden,Bates
1985-08-05,Frederick,Dean
1942-11-04,Francis,Vance
1989-03-21,Andy,Garner
1977-04-27,Kaison,Wilkerson
1964-08-24,Braylon,English
1967-08-30,Moshe,Henson
1970-01-18,Nikolai,Burnett
1974-10-27,Deacon,Myers
1975-08-24,Cassius,Odom
1988-01-22,Bo,Parra
1972-01-11,Dominick,Woods
1950-06-27,Gregory,Owens
1983-09-29,Princeton,Stafford
1988-11-03,Kasen,Bush
1965-03-06,Wells,Roy
1950-01-11,Iker,Lawson
1964-03-10,Alexis,Yoder
1944-04-18,Keegan,Cisneros
1976-07-01,Seth,Francis
1974-06-21,Isaias,Sexton
1956-09-09,Kieran,Chandler
1950-05-29,Omari,Patterson
1946-06-08,Marcos,Little
1945-12-22,Shane,Lambert
1963-11-08,Lewis,Trejo
1984-10-17,Jase,Livingston
1990-09-24,Asa,Ortiz
1981-03-27,Uriel,Daugherty
1977-05-05,Sonny,Green
1945-01-13,Denver,Pruitt
1984-11-22,Pierce,Stephens
1956-07-02,Jasiah,Glover
1968-01-24,Roberto,Bridges
1973-11-13,Rocco,Sutton
1955-01-07,Zaiden,Pace
1954-04-10,Banks,Fleming
1957-10-25,Cannon,Russo
1976-03-05,Eden,Becker
1973-07-06,Drew,Day
1950-06-28,Conner,Owen
1954-06-21,Emanuel,Thompson
1944-06-07,Shawn,Wilcox
1962-06-26,Ares,Beltran
1966-05-25,Ayaan,Costa
1990-10-14,Kylo,Nichols
1960-03-03,Jonas,Butler
1980-09-07,Jamison,Klein
1964-12-03,Enrique,Christensen
1975-09-13,Dalton,Reese
1968-05-02,Alonzo,Hendrix
1967-04-14,Koda,Yang
1990-11-18,Moses,Barrera
1944-06-20,Kolton,Rosas
1967-03-21,Jalen,Delarosa
1946-04-04,Raphael,Villalobos
1950-07-19,Keanu,Cochran
1941-08-20,Conrad,Rios
1992-05-04,Bodie,Sierra
1970-05-20,Moises,Preston
1974-06-02,Allen,Odom
1953-06-16,Kenzo,Glover
1941-02-11,Phillip,Kaur
1968-07-15,Zaire,Bennett
1960-06-30,Shepherd,Mata
1962-12-08,Dexter,Gross
1975-07-16,Mohamed,Crosby
1945-06-29,Sylas,Madden
1985-04-03,Roy,Francis
1947-04-28,Emmitt,Ayers
1987-06-08,Soren,Mitchell
1977-12-07,Koa,Duke
1948-05-18,Gunnar,Hoffman
1986-05-11,Rowen,York
1989-09-22,Dariel,Rangel
1949-09-21,Jaziel,Gallagher
1978-07-28,Quentin,Bender
1950-06-18,Sutton,Whitehead
1957-03-27,Bruce,Wilson
1960-09-18,Davis,Pollard
1961-03-07,Zachariah,Todd
1960-01-10,Izaiah,Mendoza
1977-04-28,Danny,Wheeler
1943-02-19,Maximilian,White
1989-09-10,Brixton,Davenport
1944-11-17,Armando,Cannon
1942-10-04,Ridge,Moses
1978-04-30,Corey,Alfaro
1979-12-05,Makai,Hendrix
1980-12-23,Yusuf,Hines
1972-07-06,Ronald,Clarke
1972-06-24,Saul,Haley
1981-07-14,Jayson,Robles
1984-06-02,Albert,Pollard
1941-10-11,Gerardo,Melton
1967-02-20,Ariel,Newman
1940-03-12,Gage,Cochran
1986-02-06,Ledger,Costa
1947-06-17,Drake,Allen
1949-01-04,Dorian,Figueroa
1959-10-25,Boone,Hunt
1988-06-17,Jamir,Barnett
1965-09-22,Rodrigo,Hayes
1944-10-03,Kylan,Williams
1955-07-08,Ryland,Warner
1989-08-10,Valentino,Green
1983-02-20,Reece,Watson
1984-08-26,Hezekiah,Campbell
1941-04-22,Arjun,Gallagher
1950-04-15,Santana,Mendez
1949-09-03,Jamari,Lopez
1967-12-28,Marcelo,Decker
1974-10-03,Samson,Church
1945-12-25,Huxley,Rodgers
1976-02-05,Kaysen,Lowery
1941-03-09,Nikolas,Rosales
1972-08-19,Benson,Conrad
1978-09-01,Lawrence,Gross
1960-08-29,Abram,Leonard
1992-04-08,Kohen,Walls
1980-12-12,Shiloh,Romero
1974-04-17,Keith,Morse
1942-07-19,Lucian,Mcfarland
1954-05-13,Donald,Powell
1980-03-05,Watson,Friedman
1949-04-14,Finnley,Grimes
1985-12-24,Tadeo,Mcbride
1954-01-22,Kannon,Jensen
1967-10-13,Westin,Beasley
1985-06-22,Sincere,Brown
1958-12-13,Miller,Townsend
1948-11-15,Zain,Jackson
1959-12-18,Boston,Byrd
1979-04-24,Clay,Oliver
1947-03-08,Edison,Best
1951-05-13,Derrick,Benton
1980-04-30,Reign,Rangel
1966-09-08,Raul,Marquez
1981-06-28,Alessandro,Mclean
1948-06-09,Scott,Reese
1988-01-24,Leandro,Woodward
1975-03-28,Axton,Landry
1940-08-24,Amos,Garcia
1974-06-27,Chandler,Garrison
1960-08-09,Augustine,Kramer
1966-10-09,Camilo,Hodge
1966-01-29,Jaime,Christensen
1952-12-12,Jamie,Silva
1974-01-21,Bellamy,Duke
1986-09-19,Marvin,Gonzales
1980-08-23,Julio,Morrison
1973-01-22,Julien,Marin
1991-04-26,Morgan,Oconnor
1991-07-26,Zeke,Spears
1942-10-19,Krew,Stark
1957-08-14,Johan,Proctor
1992-09-06,Landen,Smith
1944-12-23,Dustin,Elliott
1975-05-04,Kyree,Mendoza
1962-06-11,Colter,Hanna
1947-08-04,Atreus,Russell
1945-06-29,Layton,Murphy
1977-05-13,Cayson,Carrillo
1957-03-03,Houston,Ibarra
1943-05-13,Justice,Summers
1950-04-09,Aarav,Lim
1956-08-23,Hamza,Munoz
1964-11-17,Darius,Mejia
1945-12-19,Case,Rocha
1965-10-14,Harlan,Kirk
1980-02-03,Abdiel,Kemp
1969-02-23,Quincy,Reynolds
1983-12-10,Anakin,Clayton
1963-04-15,Otis,Cervantes
1989-01-18,Taylor,Dominguez
1945-05-16,Ander,Macdonald
1968-12-29,Layne,Marks
1992-08-18,Raylan,Lowe
1945-03-27,Fletcher,Wade
1978-02-23,Callahan,Vargas
1985-06-30,Duke,Chandler
1969-10-05,Arturo,Andrews
1987-08-13,Leonard,Cruz
1985-10-06,Colby,Moss
1946-05-07,Gustavo,Logan
1952-12-11,Trey,Ashley
1965-06-05,Flynn,Valentine
1983-07-11,Azariah,Sierra
1992-10-06,Jaxxon,Wallace
1984-04-18,Trenton,Garrett
1970-06-01,Issac,Chung
1978-01-11,Rayan,Lin
1977-01-13,Zaid,Harvey
1949-01-28,Brycen,Rogers
1992-08-22,Sam,Acosta
1954-07-30,Lennon,Ponce
1971-05-03,Chris,Hill
1940-05-25,Mohammad,Mckay
1954-05-22,Ambrose,Velazquez
1985-01-27,Lionel,French
1952-07-04,Bruno,George
1968-07-21,Tony,Cunningham
1940-05-13,Samir,Castaneda
1952-07-18,Yosef,Phan
1941-11-24,Mac,Le
1965-08-30,Rio,Stark
1953-10-26,Roland,Mccall
1972-02-10,Dillon,Buckley
1964-11-14,Creed,Roberson
1960-05-22,Tru,Wilson
1989-05-05,Ahmed,David
1955-01-22,Dario,Gross
1956-11-03,Aden,Rogers
1958-05-11,Alec,Daniels
1948-10-31,Alden,Rubio
1944-12-21,Marcel,Gardner
1958-01-17,Ty,Gutierrez
1967-02-18,Emir,Rocha
1992-06-08,Carmelo,Dalton
1962-06-21,Kareem,Boyer
1943-11-06,Roger,Rowe
1957-02-12,Dennis,Eaton
1944-05-14,Lee,Shannon
1945-10-31,Mohammed,Durham
1957-12-24,Nixon,Fowler
1979-04-19,Skyler,Lugo
1960-02-26,Ahmad,Salgado
1952-12-15,Landyn,Hester
1947-10-31,Louie,Mccoy
1943-06-04,Uriah,Marsh
1989-04-14,Alberto,Rivas
1947-05-16,Rex,Hansen
1977-10-12,Rayden,Petersen
1977-01-03,Alfredo,Walsh
1962-06-18,Kingsley,Ho
1953-03-09,Reese,Dudley
1986-07-07,Chaim,Potts
1942-12-07,Quinton,Wolfe
1951-04-23,Cason,Michael
1974-12-11,Ozzy,Romero
1969-08-09,Mauricio,Oneill
1970-12-03,Caspian,Shepard
1961-11-27,Briar,Bridges
1985-03-18,Bridger,Glenn
1983-08-07,Jefferson,Eaton
1969-05-06,Forest,Glass
1986-11-10,Neil,Kemp
1964-03-21,Ocean,Freeman
1950-04-06,Joziah,Maxwell
1947-12-24,Legacy,Phelps
1953-09-15,Grey,Bentley
1940-07-04,Wilson,Caldwell
1965-04-28,Salem,Watson
1986-12-26,Remi,Dixon
1960-08-20,Magnus,Walsh
1944-09-11,Nelson,Flynn
1976-05-01,Harry,Daugherty
1973-10-12,Maximo,Green
1992-10-19,Marcellus,Oliver
1988-06-17,Salvador,Humphrey
1948-05-14,Lachlan,Parker
1971-05-17,Tommy,Booker
1981-05-16,Casen,Ball
1948-05-30,Jerry,Ventura
1941-04-04,Trace,Harvey
1984-07-07,Clyde,Carey
1976-04-14,Keaton,Gallagher
1955-08-12,Aron,Wright
1949-05-03,Musa,Conley
1940-09-23,Douglas,Acosta
1959-08-12,Hugh,Webb
1941-11-28,Mylo,Mejia
1978-05-09,Cullen,Meza
1953-12-26,Vincenzo,Fitzpatrick
1979-04-29,Titan,Wilkerson
1963-05-17,Eliam,Ellis
1954-12-20,Lian,Simpson
1940-05-30,Junior,Pierce
1975-09-21,Khari,Pierce
1970-11-24,Amias,Salgado
1968-02-07,Kiaan,Fisher
1946-08-23,Westley,Mendoza
1979-05-12,Loyal,Summers
1989-02-27,Amiri,Bonilla
1955-12-29,Kyro,Massey
1958-02-10,Orlando,Mathis
1940-01-26,Cillian,Pittman
1955-02-23,Langston,Sosa
1989-08-11,Tomas,Moore
1978-06-12,Jimmy,Martin
1974-08-15,Byron,Terrell
1979-11-10,Rey,Ryan
1941-09-06,Ramon,Becker
1974-07-09,Vicente,Moran
1979-05-07,Emery,Holloway
1958-03-16,Ben,Torres
1984-01-02,Ricky,Johnson
1986-07-09,Brendan,Brooks
1953-01-16,Alvin,Garner
1977-11-30,Bjorn,Esquivel
1975-09-27,Evander,Fleming
1944-11-29,Zyair,Bradford
1977-06-11,Eddie,Phillips
1958-11-09,Gatlin,Owen
1984-09-22,Curtis,Graves
1958-07-28,Jagger,Correa
1965-12-16,Dakari,Sellers
1948-09-11,Alonso,Sandoval
1947-06-27,Kylian,Shepard
1946-02-04,Brock,Barnett
1963-03-12,Blaze,Charles
1967-04-10,Nathanael,Holloway
1947-08-31,Devon,Conrad
1990-03-26,Mathew,Ramos
1980-07-15,Avi,Singh
1985-07-11,Zakai,Huerta
1975-02-21,Talon,Pruitt
1945-09-04,Wayne,Washington
1948-11-22,Riggs,Powell
1943-07-08,Rome,Corona
1944-03-30,Aryan,Glenn
1980-05-07,Joe,Decker
1990-01-07,Wesson,Dickerson
1940-02-24,Rohan,Bartlett
1948-03-20,Dash,Delgado
1988-03-20,Kaiser,Stevenson
1989-03-02,Bryant,Mills
1964-10-15,Lochlan,Guerrero
1976-09-18,Zayd,Stark
1961-08-02,Stanley,Boyle
1975-12-14,Noe,Gray
1985-04-09,Benicio,Prince
1985-09-12,Hassan,Raymond
1947-03-27,Vihaan,Roth
1949-05-27,Darren,Trujillo
1990-11-01,Melvin,Kent
1975-09-29,Enoch,Carey
1949-09-29,Castiel,Pratt
1986-07-14,Brodie,Lowe
1941-06-24,Jakari,Vang
1978-01-23,Ermias,Ramsey
1944-02-15,Mccoy,Baldwin
1944-04-25,Ira,Donaldson
1967-07-24,Lance,Guzman
1944-03-26,Thatcher,Bentley
1968-04-05,Mitchell,Mcconnell
1965-09-15,Guillermo,Wiggins
1954-08-04,Jedidiah,Norris
1965-04-23,Misael,Calderon
1986-05-04,Jiraiya,Shannon
1949-08-10,Bear,Blair
1941-08-22,Bode,Turner
1976-12-04,Kase,Delarosa
1970-12-22,Thaddeus,Jones
1986-03-10,Rudy,Waters
1959-07-18,Emory,Roy
1947-05-19,Azrael,Navarro
1961-09-12,Ameer,Shields
1984-09-16,Valentin,Ali
1978-09-29,Maurice,Oneill
1989-05-27,Boden,Combs
1982-05-31,Kabir,Rich
1954-06-19,Yehuda,Mccann
1964-01-01,Madden,Alvarado
1955-12-26,Allan,Nava
1988-02-12,Kellan,Yates
1955-07-25,Leighton,Mack
1967-01-27,Demetrius,Person
1946-08-17,Ray,Leach
1988-12-28,Damari,Villalobos
1957-01-17,Eliseo,Benitez
1971-01-15,Calum,Newton
1941-08-08,Elio,Crawford
1948-10-26,Eithan,Brennan
1975-11-02,Jon,Patrick
1979-05-07,Niklaus,Melton
1960-01-12,Alvaro,Salgado
1941-01-25,Jakob,Hines
1970-04-03,Kenji,Arellano
1985-11-25,Dane,Soto
1971-11-27,Ishaan,Ross
1962-03-17,Idris,Kent
1979-01-01,Eliel,Hamilton
1979-08-18,Santos,Martin
1979-10-13,Nova,Moon
1990-05-04,Axl,Pugh
1973-12-13,Eugene,Campos
1963-04-29,Colten,Nunez
1957-03-02,Zahir,Paul
1946-11-25,Elisha,Tyler
1967-12-02,Alaric,Lam
1988-07-17,Wes,Krueger
1969-12-03,Seven,Gillespie
1978-01-09,Kole,Mckay
1980-10-16,Jamal,Graves
1945-10-29,Korbin,Andrews
1968-07-22,Kellen,Clark
1980-01-28,Larry,Lyons
1972-06-29,Dilan,Clements
1945-02-05,Franco,Rush
1976-03-09,Mekhi,Kent
1952-01-02,Cal,Odonnell
1955-05-01,Kace,Alvarado
1984-08-20,Judson,Nichols
1972-02-25,Rocky,Castaneda
1992-05-29,Fisher,Blackburn
1959-01-01,Bronson,Strong
1992-08-19,Dior,Baker
1947-12-30,Van,Peterson
1942-07-31,Brennan,Pope
1982-09-06,Deandre,Lyons
1959-11-26,Felipe,Rush
1942-10-19,Jadiel,Bush
1949-10-16,Arian,Clarke
1945-02-15,Alfonso,Soto
1978-03-08,Henrik,Clements
1955-10-07,Mustafa,Hodge
1985-07-19,Stefan,Stephens
1976-08-20,Damir,Duncan
1943-04-30,Yousef,Lawson
1941-03-31,Khalid,Li
1951-01-05,Anders,Zavala
1986-02-05,Reuben,Branch
1980-01-02,Aydin,Cano
1968-07-23,Alfred,Richard
1990-02-02,Jacoby,Bravo
1990-10-09,Wallace,Farley
1954-08-28,Robin,Villanueva
1964-10-08,Davion,Wise
1983-03-21,Jericho,Daniel
1950-04-29,Kye,Mcbride
1972-09-25,Gary,Schultz
1944-01-01,Alistair,Tanner
1956-11-16,Everest,Molina
1942-04-17,Leroy,Taylor
1949-04-05,Ernesto,Graves
1988-06-19,Kyng,Lucero
1953-04-07,Kristian,Guerrero
1961-09-26,Brayan,Pope
1973-11-07,Braden,Vaughn
1975-08-02,Avyaan,Collins
1966-02-04,Kelvin,Hartman
1956-10-19,Adler,Ruiz
1963-12-07,Yahir,Elliott
1980-02-02,Joey,Garrison
1974-09-11,Jones,Wilkinson
1977-06-04,Truett,Huynh
1952-01-06,Jaxx,Mcclure
1990-11-18,Jesiah,Greene
1974-10-24,Aries,Barker
1946-09-07,Randy,Nicholson
1945-05-19,Kylen,Leon
1957-09-01,Brecken,Baker
1944-07-16,Graysen,Pacheco
1962-07-02,Zechariah,Greer
1981-05-04,Jakai,Kirby
1943-06-26,Jovanni,Horn
1986-11-22,Harley,Ayala
1981-08-23,Gordon,Colon
1952-03-31,Azriel,Acevedo
1948-04-29,Crosby,Aguilar
1944-05-19,Branson,Lynch
1976-04-19,Dominik,Howard
1983-01-31,Jaxtyn,Knight
1948-06-24,Ayan,Lowery
1985-02-18,Ulises,Santana
1975-07-06,Osiris,Klein
1976-11-23,Jabari,Cunningham
1946-06-11,Carl,Ray
1990-09-04,Zyon,Kelly
1962-09-10,Kristopher,Griffin
1992-07-08,Howard,Johnson
1970-09-10,Harlem,Stephens
1990-11-04,Fox,Strickland
1959-04-01,Elon,Jacobs
1944-12-07,Salvatore,Durham
1964-06-27,Bowie,Hanna
1988-08-18,Jakobe,Gardner
1971-02-09,Jeremias,Collins
1992-01-16,Turner,Estrada
1980-07-06,Jair,York
1959-05-18,Vance,Tapia
1987-10-31,Karsyn,Cohen
1980-09-16,Zavier,Lam
1987-08-07,Azael,Barron
1955-01-17,Harold,Parrish
1946-08-18,Canaan,Parsons
1985-09-08,Cain,Macias
1990-01-23,Granger,Lara
1970-06-07,Dangelo,Moreno
1966-08-19,Yisroel,Gallagher
1953-02-26,Yaakov,Calhoun
1983-11-07,Cassian,Cunningham
1987-02-02,Coleson,Espinosa
1946-04-20,Rene,Vargas
1978-05-31,Heath,Benton
1951-09-17,Darian,Brooks
1940-04-13,Kartier,Vargas
1981-03-09,Shepard,Rosario
1961-02-25,Kamdyn,Clements
1953-01-01,Rodney,Sierra
1985-12-18,Gian,Graham
1953-05-04,Adrien,Castro
1957-04-11,Aldo,Boyd
1975-10-20,Kalel,Robinson
1943-05-22,Cory,Fox
1966-11-16,Genesis,Watkins
1961-03-24,Ephraim,Melton
1978-03-21,Blaine,Blackburn
1973-02-06,Neo,Sellers
1967-10-09,Yadiel,Wallace
1950-07-13,Wylder,Peck
1990-07-06,Ahmir,Tapia
1956-07-03,Osman,Silva
1967-11-09,Kody,Ashley
1942-11-01,Agustin,Klein
1960-06-16,Khai,Wise
1992-01-12,Mordechai,Molina
1972-06-08,Benedict,Church
1961-05-30,Ignacio,Mccullough
1963-04-10,Zev,Phan
1988-04-16,Maxton,Harmon
1989-11-16,Abdullah,Alexander
1976-03-30,Dimitri,Peck
1942-08-31,Palmer,Lee
1961-08-23,Koen,Leonard
1976-02-03,Leif,Mejia
1966-08-28,Landry,Galindo
1946-01-20,Blaise,Patterson
1949-07-18,Atharv,Gould
1956-03-11,Bishop,Ross
1959-11-29,Davian,Mueller
1942-06-12,Liam,Gonzalez
1981-07-28,Noah,Acosta
1983-11-26,Benjamin,Mayo
1950-12-02,William,Patton
1982-04-11,Oliver,Frost
1988-11-12,Alexander,Dillon
1975-10-09,Levi,Grant
1962-01-29,Elijah,George
1949-06-24,Lucas,Carr
1968-01-02,James,Bradshaw
1960-06-08,Mateo,Arellano
1967-10-19,Jack,Castillo
1979-01-20,Henry,Middleton
1966-06-09,Theodore,Simpson
1965-04-23,Jackson,Chapman
1957-03-20,Logan,Coffey
1989-05-05,Michael,Sparks
1947-05-20,John,Rowe
1950-10-24,Sebastian,Lam
1990-10-06,Owen,Dennis
1990-06-01,Aiden,Pierce
1952-11-19,Daniel,Vincent
1982-09-04,Ethan,Copeland
1986-07-05,Mason,Bryan
1956-08-08,Samuel,Levy
1970-11-27,Leo,Simpson
1959-01-08,Carter,Swanson
1979-04-25,David,Morgan
1941-02-14,Matthew,Kline
1957-02-19,Wyatt,Jackson
1949-06-24,Asher,Mcfarland
1982-03-11,Ezra,Andrade
1990-08-08,Joseph,Carpenter
1986-03-18,Julian,Sparks
1983-10-12,Jacob,Singh
1991-12-07,Gabriel,Coffey
1985-01-22,Grayson,Costa
1948-08-16,Luke,Mccall
1942-03-06,Anthony,Best
1956-03-20,Jayden,Solomon
1977-04-17,Dylan,Xiong
1960-08-29,Luca,Wood
1990-07-12,Hudson,Ware
1977-01-05,Thomas,Graves
1950-11-11,Lincoln,Bennett
1959-10-31,Isaac,Medrano
1978-11-30,Maverick,Dillon
1958-11-05,Christopher,Lee
1941-03-17,Caleb,Deleon
1992-02-08,Miles,Hicks
1972-01-12,Josiah,Mann
1970-02-10,Nathan,Lambert
1956-10-11,Charles,Khan
1946-05-13,Joshua,Robertson
1980-12-12,Ezekiel,Stokes
1957-10-18,Cameron,Sweeney
1941-10-02,Jaxon,Castro
1980-12-10,Santiago,Cantu
1970-04-28,Adrian,Oneal
1962-09-15,Isaiah,Gordon
1968-05-07,Elias,Rollins
1944-11-04,Andrew,Espinosa
1968-10-03,Cooper,Peters
1964-06-12,Ryan,Galindo
1977-07-11,Jonathan,Frank
1964-11-11,Kai,Barnett
1978-03-01,Aaron,Gallegos
1991-12-19,Easton,Mckay
1978-07-09,Waylon,Chambers
1944-06-06,Nolan,Meyer
1968-11-22,Robert,Mejia
